Weaving configuration: EXEC,CALL,FIELD,ARRAY,SYNC,LABEL,PARAM,LOCAL,OBJECT,LINE
Selected File Format: Frequency
Excluded by name filter: java/util/concurrent/CountDownLatch$Sync
Excluded by name filter: org/apache/maven/surefire/booter/PpidChecker
Excluded by name filter: org/apache/maven/surefire/api/stream/AbstractStreamDecoder$Memento
Excluded by name filter: org/apache/maven/surefire/booter/PpidChecker$ProcessInfoConsumer
Excluded by name filter: org/apache/maven/surefire/api/stream/AbstractStreamDecoder$BufferedStream
Excluded by name filter: org/apache/maven/surefire/booter/PpidChecker$1
Excluded by name filter: org/apache/maven/surefire/booter/PpidChecker$2
Excluded by name filter: org/apache/maven/surefire/api/stream/AbstractStreamDecoder$StreamReadStatus
Excluded by name filter: org/apache/maven/surefire/shared/lang3/SystemUtils
Excluded by name filter: org/apache/maven/surefire/booter/stream/CommandDecoder$1
Excluded by name filter: org/apache/maven/surefire/api/booter/Command
Excluded by name filter: org/apache/maven/surefire/booter/CommandReader$1
Excluded by name filter: org/apache/maven/surefire/shared/lang3/JavaVersion
Excluded by name filter: java/util/concurrent/ConcurrentLinkedQueue$Itr
Excluded by name filter: org/apache/maven/surefire/shared/lang3/math/NumberUtils
Excluded by name filter: java/lang/NumberFormatException
Excluded by name filter: java/math/BigDecimal
Excluded by name filter: java/util/regex/CharPredicates
Excluded by name filter: java/util/regex/Pattern$BmpCharPropertyGreedy
Excluded by name filter: java/util/regex/Pattern$Ques
Excluded by name filter: java/util/regex/Pattern$BranchConn
Excluded by name filter: java/util/regex/Pattern$Branch
Excluded by name filter: java/util/regex/ASCII
Excluded by name filter: java/util/regex/Pattern$Curly
Excluded by name filter: java/util/regex/Pattern$Dollar
Excluded by name filter: org/apache/maven/surefire/booter/ForkedBooter$4
Excluded by name filter: org/apache/maven/surefire/api/booter/BiProperty
Excluded by name filter: org/apache/maven/surefire/booter/ForkedBooter$3
Excluded by name filter: org/apache/maven/surefire/booter/ForkedBooter$PingScheduler
Excluded by name filter: org/apache/maven/surefire/api/booter/BaseProviderFactory
Excluded by name filter: org/apache/maven/surefire/api/provider/ProviderParameters
Excluded by name filter: org/apache/maven/surefire/api/util/DirectoryScanner
Excluded by name filter: org/apache/maven/surefire/api/util/ScanResult
Excluded by name filter: org/apache/maven/surefire/api/util/RunOrderCalculator
Excluded by name filter: org/apache/maven/surefire/api/util/ReflectionUtils
Excluded by name filter: org/apache/maven/surefire/api/util/SurefireReflectionException
Excluded by name filter: java/lang/reflect/InvocationTargetException
Excluded by name filter: java/lang/IllegalAccessException
Excluded by name filter: org/apache/maven/surefire/junit/JUnit3Provider
Excluded by name filter: org/apache/maven/surefire/api/provider/AbstractProvider
Excluded by name filter: org/apache/maven/surefire/api/provider/SurefireProvider
Excluded by name filter: org/apache/maven/surefire/junit/SurefireTestSetExecutor
Excluded by name filter: org/apache/maven/surefire/api/report/TestSetReportEntry
Excluded by name filter: org/apache/maven/surefire/api/util/ScannerFilter
Excluded by name filter: org/apache/maven/surefire/api/util/DefaultScanResult
Excluded by name filter: org/apache/maven/surefire/api/util/DefaultRunOrderCalculator
Excluded by name filter: java/util/random/RandomGenerator
Excluded by name filter: java/util/Random
Excluded by name filter: org/apache/maven/surefire/common/junit3/JUnit3Reflector
Excluded by name filter: junit/framework/TestResult
Excluded by name filter: junit/framework/Test
Excluded by name filter: junit/framework/TestListener
Excluded by name filter: junit/framework/TestSuite
Excluded by name filter: java/io/StringWriter
Excluded by name filter: java/lang/InstantiationException
Excluded by name filter: junit/framework/AssertionFailedError
Excluded by name filter: junit/framework/Protectable
Excluded by name filter: org/apache/maven/surefire/common/junit3/JUnit3TestChecker
Excluded by name filter: org/apache/maven/surefire/api/filter/NonAbstractClassFilter
Excluded by name filter: org/apache/maven/surefire/junit/PojoAndJUnit3Checker
Excluded by name filter: org/apache/maven/surefire/junit/JUnit3Reporter
Excluded by name filter: org/apache/maven/surefire/report/RunModeSetter
Excluded by name filter: org/apache/maven/surefire/api/report/OutputReportEntry
Excluded by name filter: org/apache/maven/surefire/report/ClassMethodIndexer
Excluded by name filter: org/apache/maven/surefire/api/report/RunMode
Excluded by name filter: org/apache/maven/surefire/api/report/ConsoleOutputCapture
Excluded by name filter: org/apache/maven/surefire/api/report/ConsoleOutputCapture$ForwardingPrintStream
Excluded by name filter: org/apache/maven/surefire/api/report/ConsoleOutputCapture$NullOutputStream
Excluded by name filter: jdk/internal/loader/URLClassPath$FileLoader$1
Weaving executed: Class=org/apache/commons/jxpath/BasicNodeSetTest, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=50fa0ce07d610424da46f6dee701f8b50e0f2ee2, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/BasicNodeSetTest
Weaving executed: Class=org/apache/commons/jxpath/JXPathTestCase, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=0d01007117996e3784f300d83e537f1b4af4f075, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/JXPathTestCase
Excluded by name filter: junit/framework/TestCase
Excluded by name filter: junit/framework/Assert
Weaving executed: Class=org/apache/commons/jxpath/issues/JXPath113Test, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=d51e6749a91b3283f75a068b74092783402dc450, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/issues/JXPath113Test
Weaving executed: Class=org/apache/commons/jxpath/issues/JXPath118Test, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=ca79e3956fc9f14d9b12c43d856475878a11ad17, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/issues/JXPath118Test
Weaving executed: Class=org/apache/commons/jxpath/issues/JXPath149Test, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=e937ea5b28853bf45a1e482cc08259a247d75eee, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/issues/JXPath149Test
Weaving executed: Class=org/apache/commons/jxpath/issues/JXPath172DynamicTest, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=f8c263e097d1fce8aa35783abd8686f12da5f8d7, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/issues/JXPath172DynamicTest
Weaving executed: Class=org/apache/commons/jxpath/issues/JXPath172Test, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=6fc5040b2a71f560a703a033a38e28402b9c6e36, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/issues/JXPath172Test
Weaving executed: Class=org/apache/commons/jxpath/issues/JXPath177Test, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=63ce8fb2d65e370a996838aaf731b0ef271d0c69, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/issues/JXPath177Test
Weaving executed: Class=org/apache/commons/jxpath/ri/axes/RecursiveAxesTest, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=93e60e34f8c9aafba36582fac57578218b42ce80, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/ri/axes/RecursiveAxesTest
Weaving executed: Class=org/apache/commons/jxpath/ri/axes/SimplePathInterpreterTest, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=33c5e7e62b9ed6fc75f68974ce7244ea2d6da266, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/ri/axes/SimplePathInterpreterTest
Weaving executed: Class=org/apache/commons/jxpath/ri/compiler/ContextDependencyTest, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=931d7f0b0c5c887f51f815581e2d02518631dd10, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/ri/compiler/ContextDependencyTest
Weaving executed: Class=org/apache/commons/jxpath/ri/compiler/CoreFunctionTest, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=59046734134b7a8ab2a94aef9c3a818d95431774, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/ri/compiler/CoreFunctionTest
Weaving executed: Class=org/apache/commons/jxpath/ri/compiler/CoreOperationTest, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=d2a5ad98696b4cdc2f8ab03f575cf2f1548ceb3b, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/ri/compiler/CoreOperationTest
Weaving executed: Class=org/apache/commons/jxpath/ri/compiler/ExtensionFunctionTest, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=5da5b0ea5ed777784455812666f3d41fdcb61809, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/ri/compiler/ExtensionFunctionTest
Weaving executed: Class=org/apache/commons/jxpath/ri/compiler/VariableTest, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/commons-jxpath/target/test-classes/, LogLevel=Normal, ClassHash=1f6c792e729741003262274eb89379a1f6e42f5e, ClassLoaderID=Loader@251a69d7:org/apache/commons/jxpath/ri/compiler/VariableTest
