Weaving configuration: EXEC,CALL,FIELD,ARRAY,SYNC,LABEL,PARAM,LOCAL,OBJECT,LINE
Selected File Format: Frequency
Excluded by name filter: org/junit/internal/runners/rules/RuleMemberValidator$Builder
Excluded by name filter: org/junit/ClassRule
Excluded by name filter: org/junit/internal/runners/rules/RuleMemberValidator$DeclaringClassMustBePublic
Excluded by name filter: org/junit/internal/runners/rules/RuleMemberValidator$MemberMustBeStatic
Excluded by name filter: org/junit/internal/runners/rules/RuleMemberValidator$MemberMustBePublic
Excluded by name filter: org/junit/internal/runners/rules/RuleMemberValidator$FieldMustBeATestRule
Excluded by name filter: org/junit/internal/runners/rules/RuleMemberValidator$MemberMustBeNonStaticOrAlsoClassRule
Excluded by name filter: org/junit/internal/runners/rules/RuleMemberValidator$FieldMustBeARule
Excluded by name filter: org/junit/internal/runners/rules/RuleMemberValidator$MethodMustBeATestRule
Excluded by name filter: org/junit/internal/runners/rules/RuleMemberValidator$MethodMustBeARule
Excluded by name filter: org/junit/validator/ValidateWith
Excluded by name filter: java/lang/annotation/ElementType
Excluded by name filter: jdk/proxy1/$Proxy7
Excluded by name filter: jdk/proxy1/$Proxy8
Excluded by name filter: org/junit/Assert
Excluded by name filter: org/junit/ComparisonFailure
Excluded by name filter: org/junit/After
Excluded by name filter: org/junit/rules/MethodRule
Excluded by name filter: jdk/internal/reflect/GeneratedConstructorAccessor2
Excluded by name filter: java/util/regex/CharPredicates
Excluded by name filter: java/util/concurrent/ConcurrentLinkedQueue
Excluded by name filter: java/util/AbstractQueue
Excluded by name filter: java/util/concurrent/ConcurrentLinkedQueue$Node
Excluded by name filter: java/lang/invoke/VarHandleReferences$FieldInstanceReadOnly
Excluded by name filter: java/lang/invoke/VarHandleReferences$FieldInstanceReadWrite
Excluded by name filter: java/util/Formatter
Excluded by name filter: java/util/regex/Pattern$BmpCharPropertyGreedy
Excluded by name filter: java/util/regex/Pattern$Ques
Excluded by name filter: java/util/regex/Pattern$BranchConn
Excluded by name filter: java/util/regex/Pattern$Branch
Excluded by name filter: java/util/Locale$Category
Excluded by name filter: java/util/Formatter$Conversion
Excluded by name filter: java/util/Formatter$FormatString
Excluded by name filter: java/util/Formatter$FormatSpecifier
Excluded by name filter: java/util/Formatter$Flags
Excluded by name filter: java/util/Formatter$FixedString
Excluded by name filter: java/util/Formattable
Excluded by name filter: org/junit/runner/notification/RunNotifier$1
Excluded by name filter: org/junit/runner/notification/RunNotifier$SafeNotifier
Excluded by name filter: java/util/concurrent/CopyOnWriteArrayList$COWIterator
Excluded by name filter: org/apache/maven/surefire/report/SimpleReportEntry
Excluded by name filter: org/junit/internal/runners/model/EachTestNotifier
Excluded by name filter: org/junit/runners/ParentRunner$3
Excluded by name filter: org/junit/runners/BlockJUnit4ClassRunner$1
Excluded by name filter: org/junit/internal/runners/model/ReflectiveCallable
Excluded by name filter: org/junit/rules/ExternalResource$1
Excluded by name filter: jdk/internal/reflect/UnsafeObjectFieldAccessorImpl
Excluded by name filter: org/junit/runner/notification/RunNotifier$3
Excluded by name filter: java/io/File$TempDirectory
Excluded by name filter: java/security/SecureRandom
Excluded by name filter: java/util/random/RandomGenerator
Excluded by name filter: java/util/Random
Excluded by name filter: java/util/AbstractList$Itr
Excluded by name filter: java/security/SecureRandomParameters
Excluded by name filter: sun/security/provider/SecureRandom
Excluded by name filter: org/junit/runners/model/FrameworkMethod$1
Excluded by name filter: org/apache/maven/surefire/util/internal/ByteBuffer
Excluded by name filter: java/util/concurrent/Semaphore
Weaving executed: Class=com/zaxxer/nuprocess/CatTest$LottaProcessListener, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=f102a3d80ee2fd9db6fa98687164784d518e3b2e, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/CatTest$LottaProcessListener
Weaving executed: Class=com/zaxxer/nuprocess/NuAbstractProcessHandler, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=876fbee67d87d39bcbf161acf6259ce5056b8646, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/NuAbstractProcessHandler
Excluded by name filter: java/util/concurrent/Semaphore$NonfairSync
Excluded by name filter: java/util/concurrent/Semaphore$Sync
Excluded by name filter: java/util/concurrent/locks/AbstractQueuedSynchronizer
Excluded by name filter: java/util/zip/Adler32
Weaving executed: Class=com/zaxxer/nuprocess/NuProcessBuilder, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=a8009141e61a0e6d84146716460da7fe775f3502, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/NuProcessBuilder
Weaving executed: Class=com/zaxxer/nuprocess/linux/LinProcessFactory, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=d28322fc56453bc2acf196ee50a3df14e98bad85, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/linux/LinProcessFactory
Weaving executed: Class=com/zaxxer/nuprocess/NuProcessFactory, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=c73c41df0c7f049d73f86593ed05d14f178e0960, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/NuProcessFactory
Weaving executed: Class=com/zaxxer/nuprocess/NuProcess, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=358c727b979508ed3bc893b575b1cfed7dea6848, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/NuProcess
Excluded by name filter: java/lang/ProcessEnvironment
Excluded by name filter: java/lang/ProcessEnvironment$Variable
Excluded by name filter: java/lang/ProcessEnvironment$ExternalData
Excluded by name filter: java/lang/ProcessEnvironment$Value
Excluded by name filter: java/lang/ProcessEnvironment$StringEnvironment
Excluded by name filter: java/util/Collections$UnmodifiableMap$UnmodifiableEntrySet
Excluded by name filter: java/lang/ProcessEnvironment$StringEntrySet
Excluded by name filter: java/util/Collections$UnmodifiableMap$UnmodifiableEntrySet$1
Excluded by name filter: java/lang/ProcessEnvironment$StringEntrySet$1
Excluded by name filter: java/util/Collections$UnmodifiableMap$UnmodifiableEntrySet$UnmodifiableEntry
Excluded by name filter: java/lang/ProcessEnvironment$StringEntry
Excluded by name filter: java/util/TreeMap$EntrySet
Excluded by name filter: java/util/TreeMap$EntryIterator
Weaving executed: Class=com/zaxxer/nuprocess/linux/LinuxProcess, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=a305c054ab3fa0d0dd3999ec5f210c59d1206af7, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/linux/LinuxProcess
Weaving executed: Class=com/zaxxer/nuprocess/internal/BasePosixProcess, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=7b8acd940f29d5bd63b3a951db2c223337f630e1, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/internal/BasePosixProcess
Excluded by name filter: java/util/logging/Logger
Excluded by name filter: java/util/logging/Handler
Excluded by name filter: java/util/logging/Level
Excluded by name filter: java/util/logging/Level$KnownLevel
Excluded by name filter: java/util/logging/Logger$LoggerBundle
Excluded by name filter: java/util/logging/Logger$ConfigurationData
Excluded by name filter: java/util/logging/LogManager
Excluded by name filter: java/util/logging/LogManager$1
Excluded by name filter: java/util/logging/LogManager$LoggerContext
Excluded by name filter: java/util/logging/LogManager$SystemLoggerContext
Excluded by name filter: java/util/logging/LogManager$LogNode
Excluded by name filter: java/util/concurrent/locks/ReentrantLock$Sync
Excluded by name filter: java/util/concurrent/locks/ReentrantLock$NonfairSync
Excluded by name filter: java/util/Collections$SynchronizedMap
Excluded by name filter: java/util/logging/LogManager$Cleaner
Excluded by name filter: java/util/logging/LoggingPermission
Excluded by name filter: sun/util/logging/internal/LoggingProviderImpl$LogManagerAccess
Excluded by name filter: java/util/logging/LogManager$LoggingProviderAccess
Excluded by name filter: sun/security/util/FilePermCompat
Excluded by name filter: sun/security/util/SecurityProperties
Excluded by name filter: java/io/FilePermission
Excluded by name filter: java/lang/System$LoggerFinder
Excluded by name filter: jdk/internal/logger/DefaultLoggerFinder
Excluded by name filter: sun/util/logging/internal/LoggingProviderImpl
Excluded by name filter: java/util/logging/LogManager$2
Excluded by name filter: java/util/logging/LogManager$RootLogger
Excluded by name filter: java/util/logging/LogManager$LoggerWeakRef
Excluded by name filter: java/lang/invoke/MethodHandleImpl$AsVarargsCollector
Excluded by name filter: java/lang/invoke/BoundMethodHandle$Species_LL
Excluded by name filter: java/util/logging/LogManager$VisitedLoggers
Excluded by name filter: java/util/logging/LogManager$LoggerContext$1
Excluded by name filter: java/util/Collections$3
Excluded by name filter: java/util/ArrayList$ArrayListSpliterator
Excluded by name filter: java/util/stream/ReferencePipeline$7
Excluded by name filter: java/util/stream/ReferencePipeline$7$1
Excluded by name filter: java/util/stream/Streams$AbstractStreamBuilderImpl
Excluded by name filter: java/util/stream/Stream$Builder
Excluded by name filter: java/util/stream/Streams$StreamBuilderImpl
Excluded by name filter: java/util/stream/Streams
Excluded by name filter: java/util/IdentityHashMap$Values
Excluded by name filter: java/lang/System$Logger
Excluded by name filter: sun/util/logging/PlatformLogger$Bridge
Excluded by name filter: sun/util/logging/PlatformLogger$ConfigurableBridge
Excluded by name filter: jdk/internal/logger/BootstrapLogger
Excluded by name filter: jdk/internal/logger/BootstrapLogger$DetectBackend
